Time,Sensor_Reading
0.0,9474.83993292574
0.33444816053511706,10075.506734048486
0.6688963210702341,9875.087550433527
1.0033444816053512,10086.935039420878
1.3377926421404682,10127.942407715582
1.6722408026755853,10434.688195833713
2.0066889632107023,10159.293443905224
2.3411371237458196,10243.59244011201
2.6755852842809364,9919.733721031642
3.0100334448160533,9435.323312088654
3.3444816053511706,10266.428133027988
3.678929765886288,9841.063733095298
4.013377926421405,10027.38388413971
4.3478260869565215,9551.077934502175
4.682274247491639,9357.946044906163
5.016722408026756,9838.623555624126
5.351170568561873,9365.974233583627
5.68561872909699,9407.961565204443
6.020066889632107,9437.641299547959
6.354515050167224,9118.20503494081
6.688963210702341,9290.612759984348
7.023411371237458,9010.327424575507
7.357859531772576,8861.498203628402
7.6923076923076925,8568.068660912546
8.02675585284281,8126.7886553086355
8.361204013377927,8662.783131500422
8.695652173913043,8509.18903035576
9.03010033444816,8254.625222299524
9.364548494983278,7793.115879819939
9.698996655518394,8212.93712278628
10.033444816053512,8038.755174816266
10.367892976588628,8131.6985328176925
10.702341137123746,8198.997739143178
11.036789297658864,8204.303345328532
11.37123745819398,8252.416741439692
11.705685618729097,8383.928791246048
12.040133779264213,7875.052139591637
12.37458193979933,8465.79258684753
12.709030100334449,8568.244605192169
13.043478260869565,8540.71168977059
13.377926421404682,8596.715992664826
13.7123745819398,8166.891973724546
14.046822742474916,8331.56983086284
14.381270903010034,8648.105157596749
14.715719063545151,8385.824059525572
15.050167224080267,8300.224869871201
15.384615384615385,8226.75130036028
15.719063545150501,8516.155970547405
16.05351170568562,8439.016973848718
16.387959866220736,8339.759065877051
16.722408026755854,8038.55132171173
17.05685618729097,8140.500170942638
17.391304347826086,8072.373948087018
17.725752508361204,8013.232090553051
18.06020066889632,7747.536019230265
18.39464882943144,7730.295447841433
18.729096989966557,7627.913308373961
19.06354515050167,7326.611123638225
19.39799331103679,7348.068574097246
19.732441471571907,7394.786628807266
20.066889632107024,7201.945035142644
20.401337792642142,7005.929504339499
20.735785953177256,6867.142470929576
21.070234113712374,7120.894902526276
21.40468227424749,6907.272899027071
21.73913043478261,6776.008666529495
22.073578595317727,6649.813221327398
22.40802675585284,6711.268788902834
22.74247491638796,7152.921879889174
23.076923076923077,6485.040727952649
23.411371237458194,6890.371207059542
23.745819397993312,6701.471003185604
24.080267558528426,6961.386172842881
24.414715719063544,6561.544673220673
24.74916387959866,6941.044030549918
25.08361204013378,6912.291144417866
25.418060200668897,6758.286022358873
25.752508361204015,7095.712267408568
26.08695652173913,6810.782946486954
26.421404682274247,6825.7180842222115
26.755852842809364,6378.440070158643
27.090301003344482,7064.309835444599
27.4247491638796,6903.248805680125
27.759197324414714,6780.484799572474
28.093645484949832,6667.5268329902365
28.42809364548495,7114.179564509808
28.762541806020067,6888.022704510092
29.096989966555185,6944.072695676963
29.431438127090303,6563.841667771052
29.765886287625417,5077.687704135133
70.23411371237458,3392.443322850861
70.5685618729097,2927.029452821652
70.90301003344482,3313.5406787443785
71.23745819397993,3501.354464757065
71.57190635451505,3167.0964812420875
71.90635451505017,3176.5102721721614
72.24080267558529,2908.863540449986
72.5752508361204,3233.2318528956407
72.90969899665552,3017.4098127827783
73.24414715719064,2757.0876388605434
73.57859531772576,4657.161106095835
73.91304347826087,3023.743082867928
74.24749163879599,2918.8811548003323
74.58193979933111,3068.9461306172752
74.91638795986623,3001.931342953438
75.25083612040133,3118.163248779056
75.58528428093645,3266.6692209368966
75.91973244147157,2908.8369885164475
76.25418060200668,3395.424305557854
76.5886287625418,2961.339350244214
76.92307692307692,3331.6853517764894
77.25752508361204,3361.430537689969
77.59197324414716,3651.8876165882657
77.92642140468227,2955.473958565738
78.26086956521739,3469.960470892747
78.59531772575251,3411.970377973092
78.92976588628763,3282.0441105272334
79.26421404682274,3458.4661395789767
79.59866220735786,2998.2900751953966
79.93311036789298,3264.3791731735373
80.2675585284281,3233.654998805869
80.60200668896321,3021.3660322669834
80.93645484949833,2903.94612163249
81.27090301003345,2962.8301354375144
81.60535117056857,3050.444860392634
81.93979933110369,2960.7587674519677
82.27424749163879,2821.9431888268496
82.6086956521739,2516.207644177878
82.94314381270902,2621.9567432504755
83.27759197324414,2753.501139135646
83.61204013377926,2662.671404420568
83.94648829431438,2550.887092461288
84.2809364548495,2976.2812445687464
84.61538461538461,2786.391450192665
84.94983277591973,2845.573782684366
85.28428093645485,2492.886486681375
85.61872909698997,2719.1599688771175
85.95317725752508,2378.876872770543
86.2876254180602,2718.3269648421438
86.62207357859532,2475.874849370379
86.95652173913044,1401.8111775126267
87.29096989966555,2629.6893483258214
87.62541806020067,2785.5643255499667
87.95986622073579,2535.1303161730802
88.29431438127091,2674.680648232992
88.62876254180603,2516.8017039757246
88.96321070234114,2838.9220566376393
89.29765886287625,3086.608739851679
89.63210702341136,2925.196631034147
89.96655518394648,2290.142177335251
